node_id,anomaly_score
0,0.04102092981338501
1,0.04102092981338501
2,0.036685600876808167
3,0.040233299136161804
4,0.040864862501621246
5,0.036685600876808167
6,0.09156930446624756
7,0.040864862501621246
8,0.040864862501621246
9,0.036685600876808167
10,0.040864862501621246
11,0.040864862501621246
12,0.036685600876808167
13,0.09156930446624756
14,0.1928747296333313
15,0.040864862501621246
16,0.040864862501621246
17,0.036685600876808167
18,0.040864862501621246
19,0.040864862501621246
20,0.036685600876808167
21,0.09156930446624756
22,0.040864862501621246
23,0.04078814387321472
24,0.036685600876808167
25,0.022318627685308456
26,0.05576018616557121
27,0.13438911736011505
28,0.1927555650472641
29,0.11404251307249069
30,0.07590135931968689
31,0.12255248427391052
32,0.06603236496448517
33,0.05362994596362114
34,0.05147165060043335
35,0.049345627427101135
36,0.06915668398141861
37,0.030370980501174927
38,0.058607932180166245
39,0.062085118144750595
40,0.04448099434375763
41,0.05541464313864708
42,0.5973328351974487
43,0.2640385627746582
44,0.05071903392672539
45,0.08972427248954773
46,0.0765746533870697
47,0.07297389209270477
48,0.03175104409456253
49,0.033394262194633484
50,0.023171640932559967
51,0.147725909948349
52,0.06398528069257736
53,0.05581919103860855
54,0.06231428310275078
55,0.03709645941853523
56,0.021818622946739197
57,0.022422637790441513
58,0.0559161938726902
59,0.06305941939353943
60,0.08189113438129425
61,0.05603771656751633
62,0.062085118144750595
63,0.04448099434375763
64,0.05071903392672539
65,0.06398525834083557
66,0.05603771656751633
67,0.062085118144750595
68,0.04448099434375763
69,0.05071903392672539
70,0.06398525834083557
71,0.05603771656751633
72,0.062085118144750595
73,0.04448099434375763
74,0.05071903392672539
75,0.06398525834083557
76,0.05603771656751633
77,0.062085118144750595
78,0.04448099434375763
79,0.05071903392672539
80,0.06398525834083557
81,0.05603771656751633
82,0.062085118144750595
83,0.04448099434375763
84,0.05071903392672539
85,0.06398525834083557
86,0.05603771656751633
87,0.062085118144750595
88,0.04448099434375763
89,0.05071903392672539
90,0.06398525834083557
91,0.05603771656751633
92,0.062085118144750595
93,0.04448099434375763
94,0.05071903392672539
95,0.06398525834083557
96,0.05603771656751633
97,0.062085118144750595
98,0.04448099434375763
99,0.05071903392672539
100,0.06398525834083557
101,0.05603771656751633
102,0.062085118144750595
103,0.04448099434375763
104,0.05071903392672539
105,0.06398525834083557
106,0.05603771656751633
107,0.062085118144750595
108,0.04448099434375763
109,0.05071903392672539
110,0.06398525834083557
111,0.05603771656751633
112,0.062085118144750595
113,0.04448099434375763
114,0.05071903392672539
115,0.06398525834083557
116,0.05603771656751633
117,0.062085118144750595
118,0.04448099434375763
119,0.05071903392672539
120,0.06398525834083557
121,0.05603771656751633
122,0.062085118144750595
123,0.04448099434375763
124,0.05071903392672539
125,0.06398525834083557
126,0.05603771656751633
127,0.062085118144750595
128,0.04448099434375763
129,0.05071903392672539
130,0.06398525834083557
131,0.05603771656751633
132,0.052480388432741165
133,0.047775644809007645
134,0.05535348877310753
135,0.0632159486413002
136,0.05603771656751633
137,0.052480388432741165
138,0.047775644809007645
139,0.05535348877310753
140,0.0632159486413002
141,0.05603771656751633
142,0.052480388432741165
143,0.047775644809007645
144,0.05535348877310753
145,0.0632159486413002
146,0.05603771656751633
147,0.052480388432741165
148,0.047775644809007645
149,0.05535348877310753
150,0.0632159486413002
151,0.05603771656751633
152,0.052480388432741165
153,0.047775644809007645
154,0.05535348877310753
155,0.0632159486413002
156,0.05603771656751633
157,0.052480388432741165
158,0.047775644809007645
159,0.05535348877310753
160,0.0632159486413002
161,0.05603771656751633
162,0.052480388432741165
163,0.047775644809007645
164,0.05535348877310753
165,0.0632159486413002
166,0.03591981902718544
167,0.034776464104652405
168,0.029563281685113907
169,0.05331717059016228
170,0.05535348877310753
171,0.05637810751795769
172,0.061901818960905075
173,0.05535348877310753
174,0.05372156575322151
175,0.061901818960905075
176,0.05535348877310753
177,0.05372156575322151
178,0.061901818960905075
179,0.05535348877310753
180,0.05372156575322151
181,0.061901818960905075
182,0.05535348877310753
183,0.05372156575322151
184,0.061901818960905075
185,0.05535348877310753
186,0.05372156575322151
187,0.053218595683574677
188,0.06061163172125816
189,0.053218595683574677
190,0.06061163172125816
191,0.050398193299770355
192,0.052317265421152115
193,0.05781449377536774
194,0.5905582904815674
195,0.06766854226589203
196,0.05781449377536774
197,0.06766854226589203
198,0.05781449377536774
199,0.06766854226589203
200,0.05781449377536774
201,0.06766854226589203
202,0.05781449377536774
203,0.06766854226589203
204,0.05646767094731331
205,0.06838441640138626
206,0.0578356608748436
207,0.06793783605098724
208,0.0578356608748436
209,0.06793783605098724
210,0.0578356608748436
211,0.06793783605098724
212,0.0578356608748436
213,0.06793783605098724
214,0.0578356608748436
215,0.06793783605098724
216,0.0578356608748436
217,0.06793783605098724
218,0.0578356608748436
219,0.06793783605098724
220,0.0578356608748436
221,0.06793783605098724
222,0.0578356608748436
223,0.06793783605098724
224,0.0578356608748436
225,0.06793783605098724
226,0.0578356608748436
227,0.06793783605098724
228,0.0578356608748436
229,0.06793783605098724
230,0.0578356608748436
231,0.06793783605098724
232,0.0578356608748436
233,0.06793783605098724
234,0.0578356608748436
235,0.06793783605098724
236,0.0578356608748436
237,0.06793783605098724
238,0.0578356608748436
239,0.06793783605098724
240,0.0578356608748436
241,0.06793783605098724
242,0.0578356608748436
243,0.06793783605098724
244,0.0578356608748436
245,0.06793783605098724
246,0.0578356608748436
247,0.06793783605098724
248,0.058280136436223984
249,0.06838441640138626
250,0.05601254478096962
251,0.06793783605098724
252,0.19810451567173004
253,0.09798678010702133
254,0.09990771114826202
255,0.10017737746238708
256,0.10017737746238708
257,0.10017737746238708
258,0.10017737746238708
259,0.10017737746238708
260,0.10017737746238708
261,0.10017737746238708
262,0.10017737746238708
263,0.10017737746238708
264,0.10017737746238708
265,0.10017737746238708
266,0.10017737746238708
267,0.10017737746238708
268,0.10017737746238708
269,0.10017737746238708
270,0.10017737746238708
271,0.10017737746238708
272,0.10017737746238708
273,0.10017737746238708
274,0.10017737746238708
275,0.10017737746238708
276,0.0977548137307167
277,0.10064440220594406
278,0.10064440220594406
279,0.10064440220594406
280,0.10064440220594406
281,0.10064440220594406
282,0.06342647224664688
283,0.0870266780257225
284,0.0870266780257225
285,0.0870266780257225
286,0.0870266780257225
287,0.0870266780257225
288,0.0870266780257225
289,0.0870266780257225
290,0.0870266780257225
291,0.0870266780257225
292,0.0870266780257225
293,0.0870266780257225
294,0.0870266780257225
295,0.0870266780257225
296,0.0870266780257225
297,0.0870266780257225
298,0.0870266780257225
299,0.08905167132616043
300,0.08905167132616043
301,0.08905167132616043
302,0.08905167132616043
303,0.08905167132616043
304,0.08905167132616043
305,0.08905167132616043
306,0.0893017053604126
307,0.05137547105550766
308,0.08649585396051407
309,0.08625121414661407
310,0.08649585396051407
311,0.08649585396051407
312,0.08649585396051407
313,0.08649585396051407
314,0.08649585396051407
315,0.08649585396051407
316,0.08649585396051407
317,0.08649585396051407
318,0.08649585396051407
319,0.08649585396051407
320,0.08649585396051407
321,0.08649585396051407
322,0.08649585396051407
323,0.08649585396051407
324,0.08649585396051407
325,0.08649585396051407
326,0.08649585396051407
327,0.08649585396051407
328,0.08649585396051407
329,0.08649585396051407
330,0.08649585396051407
331,0.08675367385149002
332,0.033132825046777725
333,0.07104524970054626
334,0.07087993621826172
335,0.06854639947414398
336,0.07087993621826172
337,0.07087993621826172
338,0.07087993621826172
339,0.07087993621826172
340,0.07087993621826172
341,0.07087993621826172
342,0.07087993621826172
343,0.07087993621826172
344,0.07087993621826172
345,0.07087993621826172
346,0.07087993621826172
347,0.07087993621826172
348,0.07087993621826172
349,0.07087993621826172
350,0.06106099113821983
351,0.10094105452299118
352,0.10361664742231369
353,0.10094105452299118
354,0.10094105452299118
355,0.10094105452299118
356,0.10094105452299118
357,0.10094105452299118
358,0.10094105452299118
359,0.10094105452299118
360,0.10094105452299118
361,0.10094105452299118
362,0.10094105452299118
363,0.10094105452299118
364,0.10094105452299118
365,0.10094105452299118
366,0.10094105452299118
367,0.10007800161838531
368,0.10007800161838531
369,0.10007800161838531
370,0.10007800161838531
371,0.10007800161838531
372,0.10007800161838531
373,0.10007800161838531
374,0.10007800161838531
375,0.10007800161838531
376,0.10007800161838531
377,0.10007800161838531
378,0.10007800161838531
379,0.10007800161838531
380,0.10007800161838531
381,0.10007800161838531
382,0.10094105452299118
383,0.037553414702415466
384,0.05009380355477333
385,0.05921895429491997
386,0.05921895429491997
387,0.17144282162189484
388,0.029543574899435043
389,0.029543574899435043
390,0.029543574899435043
391,0.029543574899435043
392,0.029543574899435043
393,0.029543574899435043
394,0.029543574899435043
395,0.029543574899435043
396,0.029543574899435043
397,0.029543574899435043
398,0.029543574899435043
399,0.029543574899435043
400,0.029543574899435043
401,0.029543574899435043
402,0.029543574899435043
403,0.029543574899435043
404,0.04225265234708786
405,0.04225265234708786
406,0.03368998318910599
407,0.034615788608789444
408,0.03442356735467911
409,0.03442356735467911
410,0.03442356735467911
411,0.03442356735467911
412,0.03442356735467911
413,0.03442356735467911
414,0.03442356735467911
415,0.03442356735467911
416,0.03442356735467911
417,0.03442356735467911
418,0.03442356735467911
419,0.03442356735467911
420,0.03442356735467911
421,0.03442356735467911
422,0.03442356735467911
423,0.03442356735467911
424,0.03442356735467911
425,0.03442356735467911
426,0.03442356735467911
427,0.03442356735467911
428,0.03442356735467911
429,0.034090545028448105
430,0.0344562865793705
431,0.0344562865793705
432,0.0344562865793705
433,0.0344562865793705
434,0.0344562865793705
435,0.029696691781282425
436,0.02806517295539379
437,0.02770872600376606
438,0.02770872600376606
439,0.02770872600376606
440,0.02770872600376606
441,0.02770872600376606
442,0.02770872600376606
443,0.02770872600376606
444,0.02770872600376606
445,0.02770872600376606
446,0.02770872600376606
447,0.02770872600376606
448,0.02770872600376606
449,0.02770872600376606
450,0.02770872600376606
451,0.02770872600376606
452,0.02770872600376606
453,0.02770872600376606
454,0.02770872600376606
455,0.02770872600376606
456,0.02770872600376606
457,0.02770872600376606
458,0.030206603929400444
459,0.027567805722355843
460,0.027567805722355843
461,0.027567805722355843
462,0.027567805722355843
463,0.027567805722355843
464,0.028350550681352615
465,0.028350550681352615
466,0.028350550681352615
467,0.028350550681352615
468,0.028350550681352615
469,0.028350550681352615
470,0.028350550681352615
471,0.028514230623841286
472,0.028277672827243805
473,0.02813204564154148
474,0.028277672827243805
475,0.028277672827243805
476,0.028277672827243805
477,0.028277672827243805
478,0.028277672827243805
479,0.028277672827243805
480,0.028277672827243805
481,0.028277672827243805
482,0.028277672827243805
483,0.028277672827243805
484,0.028277672827243805
485,0.028277672827243805
486,0.028277672827243805
487,0.028277672827243805
488,0.028277672827243805
489,0.028277672827243805
490,0.028277672827243805
491,0.028277672827243805
492,0.028277672827243805
493,0.028277672827243805
494,0.028277672827243805
495,0.028439398854970932
496,0.02868397906422615
497,0.031166350468993187
498,0.02868397906422615
499,0.02868397906422615
500,0.02868397906422615
501,0.02868397906422615
502,0.02868397906422615
503,0.02868397906422615
504,0.02868397906422615
505,0.02868397906422615
506,0.02868397906422615
507,0.02868397906422615
508,0.02868397906422615
509,0.02868397906422615
510,0.02868397906422615
511,0.02868397906422615
512,0.028439398854970932
513,0.030607912689447403
514,0.028439398854970932
515,0.028439398854970932
516,0.028439398854970932
517,0.028439398854970932
518,0.028439398854970932
519,0.028439398854970932
520,0.028439398854970932
521,0.028439398854970932
522,0.028439398854970932
523,0.028439398854970932
524,0.028439398854970932
525,0.028439398854970932
526,0.028439398854970932
527,0.028439398854970932
528,0.03290883079171181
529,0.03290883079171181
530,0.03290883079171181
531,0.03290883079171181
532,0.03290883079171181
533,0.03290883079171181
534,0.03290883079171181
535,0.03290883079171181
536,0.03290883079171181
537,0.03290883079171181
538,0.03290883079171181
539,0.03290883079171181
540,0.03290883079171181
541,0.03290883079171181
542,0.03290883079171181
543,0.028439398854970932
